CPSS,Financials,Consumer Portfolio Services Inc
CPTN,Information Technology,Cepton Inc
CRAI,Industrials,CRA International Inc
CRBP,Health Care,Corbus Pharmaceuticals Holdings Inc
CRBU,Health Care,Caribou Biosciences Inc
CRCT,Consumer Discretionary,Cricut Inc
CRDF,Health Care,Cardiff Oncology Inc
CRDL,Health Care,Cardiol Therapeutics Inc
CRDO,Information Technology,Credo Technology Group Holding Ltd
CREC,NULL,Crescera Capital Acquisition Corp
CREG,Industrials,Smart Powerr Corp
CRESY,Consumer Staples,Cresud SACIF y A
CREX,Communication Services,Creative Realities Inc
CRGE,Communication Services,Charge Enterprises Inc
CRGO,Industrials,Freightos Ltd
CRIS,Health Care,Curis Inc
CRKN,Materials,Crown Electrokinetics Corp.
CRMD,Health Care,CorMedix Inc
CRMT,Consumer Discretionary,America's CAR-MART Inc
CRNC,Information Technology,Cerence Inc
CRNT,Information Technology,Ceragon Networks Ltd
CRNX,Health Care,Crinetics Pharmaceuticals Inc
CRON,Health Care,Cronos Group Inc
CROX,Consumer Discretionary,Crocs Inc
CRSP,Health Care,CRISPR Therapeutics AG
CRSR,Information Technology,Corsair Gaming Inc
CRTO,Communication Services,Criteo SA
CRUS,Information Technology,Cirrus Logic Inc
CRVL,Health Care,CorVel Corp
CRVS,Health Care,Corvus Pharmaceuticals Inc
CRWD,Information Technology,CrowdStrike Holdings Inc
CRWS,Consumer Discretionary,Crown Crafts Inc
CSBR,Health Care,Champions Oncology Inc
CSCO,Information Technology,Cisco Systems Inc
CSGP,Industrials,CoStar Group Inc
CSGS,Industrials,CSG Systems International Inc
CSIQ,Information Technology,Canadian Solar Inc
CSLM,NULL,Consilium Acquisition I Ltd Corp
CSPI,Information Technology,CSP Inc
CSSE,Communication Services,Chicken Soup for The Soul Entertainment Inc
CSTE,Industrials,Caesarstone Ltd
CSTL,Health Care,Castle Biosciences Inc
CSTR,Financials,CapStar Financial Holdings Inc
CSWC,Financials,Capital Southwest Corp
CSWI,Industrials,CSW Industrials Inc
CSX,Industrials,CSX Corp
CTAS,Industrials,Cintas Corp
CTBI,Financials,Community Trust Bancorp Inc
CTG,Information Technology,Computer Task Group Inc
CTHR,Consumer Discretionary,Charles & Colvard Ltd
CTIB,Consumer Discretionary,Yunhong CTI Ltd
CTIC,Health Care,CTI Biopharma Corp
CTKB,Health Care,Cytek Biosciences Inc
CTLP,Financials,Cantaloupe Inc
CTMX,Health Care,CytomX Therapeutics Inc
CTRM,Industrials,Castor Maritime Inc
CTRN,Consumer Discretionary,Citi Trends Inc
CTSH,Information Technology,Cognizant Technology Solutions Corp
CTSO,Health Care,Cytosorbents Corp
CTXR,Health Care,Citius Pharmaceuticals Inc
CUE,Health Care,Cue Biopharma Inc
CUEN,Communication Services,Cuentas Inc
CULL,Financials,"Cullman Bancorp, Inc."
CURI,Communication Services,CuriosityStream Inc
CUTR,Health Care,Cutera Inc
CVAC,Health Care,CureVac NV
CVBF,Financials,CVB Financial Corp
CVCO,Consumer Discretionary,Cavco Industries Inc
CVCY,Financials,Central Valley Community Bancorp
CVGI,Industrials,Commercial Vehicle Group Inc
CVGW,Consumer Staples,Calavo Growers Inc
CVKD,Health Care,Cadrenal Therapeutics Inc
CVLG,Industrials,Covenant Logistics Group Inc
CVLT,Information Technology,Commvault Systems Inc
CVLY,Financials,Codorus Valley Bancorp Inc
CVRX,Health Care,CVRx Inc
CVT,Information Technology,Cvent Holding Corp
CVV,Information Technology,CVD Equipment Corp
CWBC,Financials,Community West Bancshares
CWBR,Health Care,CohBar Inc
CWCO,Utilities,Consolidated Water Co Ltd
CWD,Financials,CaliberCos Inc
CWST,Industrials,Casella Waste Systems Inc
CXAI,Information Technology,CXApp Inc
CXDO,Information Technology,Crexendo Inc
CYAN,Consumer Staples,Cyanotech Corp
CYBR,Information Technology,Cyberark Software Ltd
CYCC,Health Care,Cyclacel Pharmaceuticals Inc
CYCN,Health Care,Cyclerion Therapeutics Inc
CYN,Information Technology,CYNGN Inc
CYRX,Health Care,Cryoport Inc
CYT,Health Care,Cyteir Therapeutics Inc
CYTH,Health Care,Cyclo Therapeutics Inc
CYTK,Health Care,Cytokinetics Inc
CYTO,Health Care,Altamira Therapeutics Ltd
CYXT,Information Technology,Cyxtera Technologies Inc
CZFS,Financials,Citizens Financial Services Inc
CZNC,Financials,Citizens & Northern Corp
CZR,Consumer Discretionary,Caesars Entertainment Inc
CZWI,Financials,Citizens Community Bancorp Inc
DADA,Consumer Staples,Dada Nexus Ltd
DAIO,Information Technology,Data I/O Corp
DAKT,Information Technology,Daktronics Inc
DALN,Communication Services,Dallasnews Corp
DALS,NULL,DA32 Life Science Tech Acquisition Corp
DARE,Health Care,Dare Bioscience Inc
DATS,Information Technology,DatChat Inc
DAVE,Information Technology,Dave Inc
DAWN,Health Care,Day One Biopharmaceuticals Inc
DBGI,Consumer Discretionary,Digital Brands Group Inc
DBTX,Health Care,Decibel Therapeutics Inc
DBVT,Health Care,Dbv Technologies SA
DBX,Information Technology,Dropbox Inc
DCBO,Information Technology,Docebo Inc
DCFC,Industrials,Tritium Dcfc Ltd
DCGO,Health Care,DocGo Inc
DCOM,Financials,Dime Community Bancshares Inc
DCPH,Health Care,Deciphera Pharmaceuticals Inc
DCTH,Health Care,Delcath Systems Inc
DDI,Communication Services,DoubleDown Interactive Co Ltd
DDOG,Information Technology,Datadog Inc
DECA,NULL,Denali Capital Acquisition Corp
DENN,Consumer Discretionary,Denny's Corp
DERM,Health Care,Journey Medical Corp
DFFN,Health Care,Diffusion Pharmaceuticals Inc
DFLI,Industrials,Dragonfly Energy Holdings Corp
DGHI,Information Technology,Digihost Technology Inc
DGICA,Financials,Donegal Group Inc
DGICB,Financials,Donegal Group Inc
DGII,Information Technology,Digi International Inc
DGLY,Information Technology,Digital Ally Inc
DH,Health Care,Definitive Healthcare Corp
DHAC,NULL,Digital Health Acquisition Corp
DHC,Real Estate,Diversified Healthcare Trust
DHCA,NULL,DHC Acquisition Corp
DHIL,Financials,Diamond Hill Investment Group Inc
DIBS,Consumer Discretionary,1stdibs.Com Inc
DICE,Health Care,Dice Therapeutics Inc
DIOD,Information Technology,Diodes Inc
DISA,NULL,Disruptive Acquisition Corporation I
DISH,Communication Services,DISH Network Corp
DIST,NULL,Distoken Acquisition Corp
DJCO,Communication Services,Daily Journal Corp
DKDCA,NULL,Data Knights Acquisition Corp
DKNG,Consumer Discretionary,DraftKings Inc
DLHC,Industrials,DLH Holdings Corp
DLO,Financials,Dlocal Ltd
DLPN,Communication Services,Dolphin Entertainment Inc
DLTH,Consumer Discretionary,Duluth Holdings Inc
DLTR,Consumer Staples,Dollar Tree Inc
DMAC,Health Care,DiaMedica Therapeutics Inc
DMAQ,NULL,Deep Medicine Acquisition Corp
DMLP,Energy,Dorchester Minerals LP
DMRC,Information Technology,Digimarc Corp
DMTK,Health Care,DermTech Inc
DNAB,NULL,Social Capital Suvretta Holdings Corp II
DNAD,NULL,Social Capital Suvretta Holdings Corp IV
DNLI,Health Care,Denali Therapeutics Inc
DNUT,Consumer Discretionary,Krispy Kreme Inc
DOCU,Information Technology,DocuSign Inc
DOGZ,Consumer Discretionary,Dogness International Corp
DOMH,Health Care,Dominari Holdings Inc
DOMO,Information Technology,Domo Inc
DOOO,Consumer Discretionary,BRP Inc
DORM,Consumer Discretionary,Dorman Products Inc
DOX,Information Technology,Amdocs Ltd
DOYU,Communication Services,Douyu International Holdings Ltd
DPCS,NULL,DP Cap Acquisition I Corp
DPRO,Industrials,Draganfly Inc
DRCT,Communication Services,Direct Digital Holdings Inc
DRIO,Health Care,DarioHealth Corp
DRMA,Health Care,Dermata Therapeutics Inc
DRRX,Health Care,DURECT Corp
DRS,Industrials,Leonardo DRS Inc
DRTS,Health Care,Alpha Tau Medical Ltd
DRTT,Industrials,DIRTT Environmental Solutions Ltd
DRUG,Health Care,Bright Minds Biosciences Inc
DRVN,Industrials,Driven Brands Holdings Inc
DSEY,Materials,Diversey Holdings Ltd
DSGN,Health Care,Design Therapeutics Inc
DSGR,Industrials,Distribution Solutions Group Inc
DSGX,Information Technology,Descartes Systems Group Inc
DSKE,Industrials,Daseke Inc
DSP,Information Technology,Viant Technology Inc
DSWL,Information Technology,Deswell Industries Inc
DTIL,Health Care,Precision BioSciences Inc
DTOC,NULL,Digital Transformation Opportunities Corp
DTSS,Information Technology,Datasea Inc
DTST,Information Technology,Data Storage Corp
DUET,NULL,DUET Acquisition Corp
DUNE,NULL,Dune Acquisition Corp
DUO,Communication Services,Fangdd Network Group Ltd
DUOL,Consumer Discretionary,Duolingo Inc
DUOT,Information Technology,Duos Technologies Group Inc
DVAX,Health Care,Dynavax Technologies Corp
DWAC,NULL,Digital World Acquisition Corp
DWSN,Energy,Dawson Geophysical Co
DXCM,Health Care,Dexcom Inc
DXLG,Consumer Discretionary,Destination XL Group Inc
DXPE,Industrials,DXP Enterprises Inc
DXYN,Consumer Discretionary,Dixie Group Inc
DYAI,Health Care,Dyadic International Inc
DYN,Health Care,Dyne Therapeutics Inc
DYNT,Health Care,Dynatronics Corp
DZSI,Information Technology,DZS Inc
EA,Communication Services,Electronic Arts Inc
EAC,NULL,Edify Acquisition Corp
EAR,Health Care,Eargo Inc
EAST,Consumer Staples,Eastside Distilling Inc
EBAY,Consumer Discretionary,eBay Inc
EBC,Financials,Eastern Bankshares Inc
EBET,Consumer Discretionary,Ebet Inc
EBIX,Information Technology,Ebix Inc
EBMT,Financials,Eagle Bancorp Montana Inc
EBON,Information Technology,Ebang International Holdings Inc
EBTC,Financials,Enterprise Bancorp Inc
ECBK,Financials,ECB Bancorp Inc
ECOR,Health Care,"electroCore, Inc."
ECPG,Financials,Encore Capital Group Inc
ECX,Consumer Discretionary,Ecarx Holdings Inc.
EDAP,Health Care,Edap Tms SA
EDBL,Consumer Staples,Edible Garden AG Inc
EDIT,Health Care,Editas Medicine Inc
EDRY,Industrials,EuroDry Ltd
EDSA,Health Care,Edesa Biotech Inc
EDTK,Consumer Discretionary,Skillful Craftsman Education Technology Ltd
EDTX,NULL,EdtechX Holdings Acquisition Corp II
EDUC,Consumer Discretionary,Educational Development Corp
EEFT,Financials,Euronet Worldwide Inc
EEIQ,Consumer Discretionary,EpicQuest Education Group International Ltd
EFHT,NULL,Ef Hutton Acquisition Corp
EFOI,Industrials,Energy Focus Inc
EFSC,Financials,Enterprise Financial Services Corp
EFTR,Health Care,eFFECTOR Therapeutics Inc
EGAN,Information Technology,eGain Corp
EGBN,Financials,Eagle Bancorp Inc
EGHT,Information Technology,8x8 Inc
EGIO,Information Technology,Edgio Inc
EGLX,Communication Services,Enthusiast Gaming Holdings Inc
EGRX,Health Care,Eagle Pharmaceuticals Inc
EH,Industrials,EHang Holdings Ltd
EHTH,Financials,eHealth Inc
EIGR,Health Care,Eiger BioPharmaceuticals Inc
EJH,Consumer Discretionary,E-Home Household Service Holdings Ltd
EKSO,Health Care,Ekso Bionics Holdings Inc
ELBM,Materials,Electra Battery Materials Corp
ELDN,Health Care,Eledon Pharmaceuticals Inc
ELEV,Health Care,Elevation Oncology Inc
ELOX,Health Care,Eloxx Pharmaceuticals Inc
ELSE,Information Technology,Electro-Sensors Inc
ELTK,Information Technology,Eltek Ltd
ELVN,Health Care,Enliven Therapeutics Inc
ELYM,Health Care,Eliem Therapeutics Inc
ELYS,Consumer Discretionary,Elys Game Technology Corp
EM,Consumer Discretionary,Smart Share Global Ltd
EMBC,Health Care,Embecta Corp
EMBK,Information Technology,Embark Technology Inc
EMCG,NULL,Embrace Change Acquisition Corp
EMKR,Information Technology,EMCORE Corp
EML,Industrials,Eastern Company
EMLD,NULL,FTAC Emerald Acquisition Corp
ENCP,NULL,Energem Corp
ENER,NULL,Accretion Acquisition Corp
ENG,Energy,ENGlobal Corp
ENLT,Utilities,Enlight Renewable Energy Ltd
ENLV,Health Care,Enlivex Therapeutics Ltd
ENOB,Health Care,Enochian Biosciences Inc
ENPH,Information Technology,Enphase Energy Inc
ENSC,Health Care,Ensysce Biosciences Inc
ENSG,Health Care,Ensign Group Inc
ENTA,Health Care,Enanta Pharmaceuticals Inc
ENTF,NULL,Enterprise 4.0 Technology Acquisition Corp
ENTG,Information Technology,Entegris Inc
ENTX,Health Care,Entera Bio Ltd
ENVB,Health Care,Enveric Biosciences Inc
ENVX,Industrials,Enovix Corp
EOLS,Health Care,Evolus Inc
EOSE,Industrials,Eos Energy Enterprises Inc
EPIX,Health Care,ESSA Pharma Inc
EPOW,Industrials,Sunrise New Energy Co Ltd
EPSN,Energy,Epsilon Energy Ltd
EQ,Health Care,Equillium Inc
EQIX,Real Estate,Equinix Inc
EQRX,Health Care,EQRx Inc
ERAS,Health Care,Erasca Inc
ERES,NULL,East Resources Acquisition Co
ERIC,Information Technology,Telefonaktiebolaget LM Ericsson
ERIE,Financials,Erie Indemnity Co
ERII,Industrials,Energy Recovery Inc
ERNA,Health Care,Eterna Therapeutics Inc
ERYP,Health Care,Erytech Pharma SA
ESAC,NULL,ESGEN Acquisition Corp
ESCA,Consumer Discretionary,Escalade Inc
ESEA,Industrials,Euroseas Ltd
ESGR,Financials,Enstar Group Ltd
ESLT,Industrials,Elbit Systems Ltd
ESOA,Energy,Energy Services Of America Corp
ESPR,Health Care,Esperion Therapeutics Inc
ESQ,Financials,Esquire Financial Holdings Inc
ESSA,Financials,ESSA Bancorp Inc
ESTA,Health Care,Establishment Labs Holdings Inc
ETAO,Health Care,ETAO International Co Ltd
ETNB,Health Care,89Bio Inc
ETON,Health Care,Eton Pharmaceuticals Inc
ETSY,Consumer Discretionary,ETSY Inc
EUDA,Health Care,EUDA Health Holdings Ltd
EVAX,Health Care,Evaxion Biotech A/S
EVBG,Information Technology,Everbridge Inc
EVCM,Information Technology,EverCommerce Inc
EVER,Communication Services,EverQuote Inc
EVGN,Health Care,Evogene Ltd
EVGO,Consumer Discretionary,EVgo Inc
EVGR,NULL,Evergreen Corp
EVLO,Health Care,Evelo Biosciences Inc
EVLV,Information Technology,Evolv Technologies Holdings Inc
EVO,Health Care,Evotec SE
EVOK,Health Care,Evoke Pharma Inc
EVRG,Utilities,Evergy Inc
EVTV,Consumer Discretionary,Envirotech Vehicles Inc
EWBC,Financials,East West Bancorp Inc
EWCZ,Consumer Discretionary,European Wax Center Inc
EWTX,Health Care,Edgewise Therapeutics Inc
EXAI,Health Care,Exscientia PLC
EXAS,Health Care,Exact Sciences Corp
EXC,Utilities,Exelon Corp
EXEL,Health Care,Exelixis Inc
EXFY,Information Technology,Expensify Inc
EXLS,Industrials,Exlservice Holdings Inc
EXPD,Industrials,Expeditors International of Washington Inc
EXPE,Consumer Discretionary,Expedia Group Inc
EXPI,Real Estate,eXp World Holdings Inc
EXPO,Industrials,Exponent Inc
EXTR,Information Technology,Extreme Networks Inc
EYE,Consumer Discretionary,National Vision Holdings Inc
EYEN,Health Care,Eyenovia Inc
EYPT,Health Care,EyePoint Pharmaceuticals Inc
EZFL,Energy,EzFill Holdings Inc
EZGO,Consumer Discretionary,EZGO Technologies Ltd
EZPW,Financials,EZCORP Inc
FA,Industrials,First Advantage Corp
FAMI,Consumer Staples,Farmmi Inc
FANG,Energy,Diamondback Energy Inc
FANH,Financials,Fanhua Inc
FARM,Consumer Staples,Farmer Bros Co
FARO,Information Technology,FARO Technologies Inc
FAST,Industrials,Fastenal Co
FAT,Consumer Discretionary,FAT Brands Inc
FATBB,Consumer Discretionary,FAT Brands Inc
FATE,Health Care,Fate Therapeutics Inc
FATP,NULL,Fat Projects Acquisition Corp
FAZE,Communication Services,FaZe Holdings Inc
FBIO,Health Care,Fortress Biotech Inc
FBIZ,Financials,First Business Financial Services Inc
FBMS,Financials,First Bancshares Inc (Mississippi)
FBNC,Financials,First Bancorp (North Carolina)
FBRX,Health Care,Forte Biosciences Inc
FCAP,Financials,First Capital Inc
FCBC,Financials,First Community Bankshares Inc
FCCO,Financials,First Community Corp (South Carolina)
FCEL,Industrials,Fuelcell Energy Inc
FCFS,Financials,Firstcash Holdings Inc
FCNCA,Financials,First Citizens BancShares Inc (Delaware)
FCUV,Information Technology,Focus Universal Inc
FDBC,Financials,Fidelity D&D Bancorp Inc
FDMT,Health Care,4D Molecular Therapeutics Inc
FEAM,Materials,5E Advanced Materials Inc
FEIM,Information Technology,Frequency Electronics Inc
FELE,Industrials,Franklin Electric Co Inc
FEMY,Health Care,Femasys Inc
FENC,Health Care,Fennec Pharmaceuticals Inc
FEXD,NULL,Fintech Ecosystem Development Corp
FFBC,Financials,First Financial Bancorp
FFIC,Financials,Flushing Financial Corp
FFIE,Consumer Discretionary,Faraday Future Intelligent Electric Inc
FFIN,Financials,First Financial Bankshares Inc
FFIV,Information Technology,F5 Inc
FFNW,Financials,First Financial Northwest Inc
FFWM,Financials,First Foundation Inc
FGBI,Financials,First Guaranty Bancshares Inc
FGEN,Health Care,FibroGen Inc
FGF,Financials,FG Financial Group Inc
FGI,Industrials,FGI Industries Ltd
FGMC,NULL,FG Merger Corp
FHB,Financials,First Hawaiian Inc
FHLT,NULL,Future Health Esg Corp
FHTX,Health Care,Foghorn Therapeutics Inc.
FIAC,NULL,Focus Impact Acquisition Corp
FIBK,Financials,First Interstate BancSystem Inc
FICV,NULL,Frontier Investment Corp
FINW,Financials,Finwise Bancorp
FIP,Industrials,Ftai Infrastructure Inc
FISI,Financials,Financial Institutions Inc
FISV,Financials,Fiserv Inc
FITB,Financials,Fifth Third Bancorp
FIVE,Consumer Discretionary,Five Below Inc
FIVN,Information Technology,Five9 Inc
FIXX,Health Care,Homology Medicines Inc
FIZZ,Consumer Staples,National Beverage Corp
FKWL,Information Technology,Franklin Wireless Corp
FLEX,Information Technology,Flex Ltd
FLFV,NULL,Feutune Light Acquisition Corp
FLGC,Consumer Staples,Flora Growth Corp
FLGT,Health Care,Fulgent Genetics Inc
FLIC,Financials,First of Long Island Corp
FLJ,Real Estate,FLJ Group Ltd
FLL,Consumer Discretionary,Full House Resorts Inc
FLNC,Industrials,Fluence Energy Inc
FLNT,Communication Services,Fluent Inc
FLUX,Industrials,Flux Power Holdings Inc
FLWS,Consumer Discretionary,1-800-Flowers.Com Inc
FLXS,Consumer Discretionary,Flexsteel Industries Inc
FLYW,Financials,Flywire Corp
FMAO,Financials,Farmers & Merchants Bancorp Inc
FMBH,Financials,First Mid Bancshares Inc
FMIV,NULL,Forum Merger IV Corp
FMNB,Financials,Farmers National Banc Corp
FNCB,Financials,FNCB Bancorp Inc
FNCH,Health Care,Finch Therapeutics Group Inc
FNGR,Communication Services,FingerMotion Inc
FNKO,Consumer Discretionary,Funko Inc
FNLC,Financials,First Bancorp Inc
FNVT,NULL,Finnovate Acquisition Corp
FNWB,Financials,First Northwest Bancorp
FNWD,Financials,Finward Bancorp
FOCS,Financials,Focus Financial Partners Inc
FOLD,Health Care,Amicus Therapeutics Inc
FONR,Health Care,Fonar Corp
FORA,Health Care,Forian Inc
FORD,Consumer Discretionary,Forward Industries Inc
FORL,NULL,Four Leaf Acquisition Corp
FORM,Information Technology,FormFactor Inc
FORR,Industrials,Forrester Research Inc
FORTY,Information Technology,Formula Systems 1985 Ltd
FOSL,Consumer Discretionary,Fossil Group Inc
FOX,Communication Services,Fox Corp
FOXA,Communication Services,Fox Corp
FOXF,Consumer Discretionary,Fox Factory Holding Corp
FPAY,Financials,FlexShopper Inc
FRAF,Financials,Franklin Financial Services Corp
FRBA,Financials,FIRST BANK (Hamilton)
FRBK,Financials,Republic First Bancorp Inc
FRBN,NULL,Forbion European Acquisition Corp
FREE,Consumer Staples,Whole Earth Brands Inc
FREQ,Health Care,Frequency Therapeutics Inc
FRES,Health Care,Fresh2 Group Ltd
FRG,Consumer Discretionary,Franchise Group Inc
FRGI,Consumer Discretionary,Fiesta Restaurant Group Inc
FRGT,Industrials,Freight Technologies Inc
FRHC,Financials,Freedom Holding Corp
FRLA,NULL,Fortune Rise Acquisition Corp
FRLN,Health Care,Freeline Therapeutics Holdings PLC
FRME,Financials,First Merchants Corp
FROG,Information Technology,Jfrog Ltd
FRPH,Real Estate,FRP Holdings Inc
FRPT,Consumer Staples,Freshpet Inc
FRSH,Information Technology,Freshworks Inc
FRST,Financials,Primis Financial Corp
FRSX,Consumer Discretionary,Foresight Autonomous Holdings Ltd
FRTX,Health Care,Fresh Tracks Therapeutics Inc
FRZA,Consumer Discretionary,Forza X1 Inc
FSBC,Financials,Five Star Bancorp
FSBW,Financials,FS Bancorp Inc
FSEA,Financials,First Seacoast Bancorp Inc
FSFG,Financials,First Savings Financial Group Inc
FSLR,Information Technology,First Solar Inc
FSRX,NULL,Finserv Acquisition Corp II
FSTR,Industrials,L B Foster Co
FSV,Real Estate,FirstService Corp
FTAI,Industrials,FTAI Aviation Ltd
FTCI,Industrials,FTC Solar Inc
FTDR,Consumer Discretionary,Frontdoor Inc
FTEK,Industrials,Fuel Tech Inc
FTFT,Financials,Future Fintech Group Inc
FTHM,Real Estate,Fathom Holdings Inc
FTII,NULL,Futuretech II Acquisition Corp
FTNT,Information Technology,Fortinet Inc
FULC,Health Care,Fulcrum Therapeutics Inc
FULT,Financials,Fulton Financial Corp
FUNC,Financials,First United Corp
FUSB,Financials,First US Bancshares Inc
FUSN,Health Care,Fusion Pharmaceuticals Inc
FUTU,Financials,Futu Holdings Ltd
FUV,Consumer Discretionary,Arcimoto Inc
FVCB,Financials,FVCBankcorp Inc
FWAC,NULL,Fifth Wall Acquisition Corp III
FWBI,Health Care,First Wave BioPharma Inc
FWONA,Communication Services,Liberty Media Corp
FWONK,Communication Services,Liberty Media Corp
FWRD,Industrials,Forward Air Corp
FWRG,Consumer Discretionary,First Watch Restaurant Group Inc
FXCO,NULL,Financial Strategies Acquisition Corp
FXNC,Financials,First National Corp
FYBR,Communication Services,Frontier Communications Parent Inc
GABC,Financials,German American Bancorp Inc
GAIA,Communication Services,Gaia Inc
GALT,Health Care,Galectin Therapeutics Inc
GAMB,Communication Services,Gambling.com Group Ltd
GAMC,NULL,Golden Arrow Merger Corp
GAME,Communication Services,GameSquare Holdings Inc
GAN,Consumer Discretionary,Gan Ltd
GANX,Health Care,Gain Therapeutics Inc
GASS,Energy,StealthGas Inc
GATE,NULL,Marblegate Acquisition Corp
GBBK,NULL,Global Blockchain Acquisition Corp
GBIO,Health Care,Generation Bio Co
GBNH,Health Care,Greenbrook Tms Inc
GBNY,Financials,Generations Bancorp NY Inc
GCBC,Financials,Greene County Bancorp Inc
GCMG,Financials,GCM Grosvenor Inc
GCT,Consumer Discretionary,GigaCloud Technology Inc
GCTK,Health Care,GlucoTrack Inc
GDC,Industrials,GD Culture Group Ltd
GDEN,Consumer Discretionary,Golden Entertainment Inc
GDHG,Consumer Discretionary,Golden Heaven Group Holdings Ltd
GDNR,NULL,Gardiner Healthcare Acquisitions Corp
GDRX,Health Care,GoodRx Holdings Inc
GDS,Information Technology,GDS Holdings Ltd
GDST,NULL,Goldenstone Acquisition Ltd
GDTC,Health Care,CytoMed Therapeutics Ltd
GDYN,Information Technology,Grid Dynamics Holdings Inc
GEG,Health Care,Great Elm Group Inc
GEHC,Health Care,GE Healthcare Technologies Inc
GEN,Information Technology,Gen Digital Inc
GENE,Health Care,Genetic Technologies Ltd
GENQ,NULL,Genesis Unicorn Capital Corp
GEOS,Energy,Geospace Technologies Corp
GERN,Health Care,Geron Corp
GEVO,Energy,Gevo Inc
GFAI,Industrials,Guardforce AI Co Ltd
GFGD,NULL,Growth for Good Acquisition Corp
GFS,Information Technology,Globalfoundries Inc
GGAA,NULL,Genesis Growth Tech Acquisition Corp
GGAL,Financials,Grupo Financiero Galicia SA
GGE,Real Estate,Green Giant Inc
GGR,Consumer Discretionary,Gogoro Inc
GH,Health Care,Guardant Health Inc
GHIX,NULL,Gores Holdings IX Inc
GHRS,Health Care,GH Research PLC
GHSI,Consumer Staples,Guardion Health Sciences Inc
GIA,NULL,Gigcapital5 Inc
GIFI,Energy,Gulf Island Fabrication Inc
GIGM,Communication Services,Giga Media Ltd
GIII,Consumer Discretionary,G-III Apparel Group Ltd
GILD,Health Care,Gilead Sciences Inc
GILT,Information Technology,Gilat Satellite Networks Ltd
GIPR,Real Estate,Generation Income Properties Inc
GLBE,Consumer Discretionary,Global-E Online Ltd
GLBS,Industrials,Globus Maritime Ltd
GLBZ,Financials,Glen Burnie Bancorp
GLDD,Industrials,Great Lakes Dredge & Dock Corp
GLG,Industrials,TD Holdings Inc
GLLI,NULL,Globalink Investment Inc
GLMD,Health Care,Galmed Pharmaceuticals Ltd
GLNG,Energy,Golar LNG Ltd
GLPG,Health Care,Galapagos NV
GLPI,Real Estate,Gaming and Leisure Properties Inc
GLRE,Financials,Greenlight Capital Re Ltd
GLSI,Health Care,Greenwich Lifesciences Inc
GLST,NULL,Global Star Acquisition Inc
GLTO,Health Care,Galecto Inc
GLUE,Health Care,Monte Rosa Therapeutics Inc
GLYC,Health Care,GlycoMimetics Inc
GMAB,Health Care,Genmab A/S
GMBL,Consumer Discretionary,Esports Entertainment Group Inc
GMDA,Health Care,Gamida Cell Ltd
GMFI,NULL,Aetherium Acquisition Corp
GMGI,Communication Services,Golden Matrix Group Inc
GMVD,Health Care,G Medical Innovations Holdings Ltd
GNFT,Health Care,Genfit SA
GNLN,Consumer Discretionary,Greenlane Holdings Inc
GNLX,Health Care,Genelux Corp
GNPX,Health Care,Genprex Inc
GNSS,Information Technology,Genasys Inc
GNTA,Health Care,Genenta Science SPA
GNTX,Consumer Discretionary,Gentex Corp
GNUS,Communication Services,Genius Brands International Inc
GO,Consumer Staples,Grocery Outlet Holding Corp
GOCO,Financials,Gohealth Inc
GOEV,Consumer Discretionary,Canoo Inc
GOGL,Industrials,Golden Ocean Group Ltd
GOGO,Communication Services,Gogo Inc
GOOD,Real Estate,Gladstone Commercial Corp
GOOG,Communication Services,Alphabet Inc
GOOGL,Communication Services,Alphabet Inc
GOSS,Health Care,Gossamer Bio Inc
GOVX,Health Care,GeoVax Labs Inc
GP,Industrials,GreenPower Motor Company Inc
GPAC,NULL,Global Partner Acquisition II Corp
GPCR,Health Care,Structure Therapeutics Inc
GPP,Energy,Green Plains Partners LP
GPRE,Energy,Green Plains Inc
GPRO,Consumer Discretionary,GoPro Inc
GRAB,Industrials,Grab Holdings Ltd
GRCL,Health Care,Gracell Biotechnologies Inc
GREE,Information Technology,Greenidge Generation Holdings Inc
GRFS,Health Care,Grifols SA
GRI,Health Care,GRI Bio Inc
GRIL,Consumer Discretionary,Muscle Maker Inc
GRIN,Industrials,Grindrod Shipping Holdings Ltd
GRNA,Health Care,Greenlight Biosciences Holdings PBC
GRNQ,Financials,GreenPro Capital Corp
GROM,Communication Services,Grom Social Enterprises Inc
GROW,Financials,US Global Investors Inc
GRPH,Health Care,Graphite Bio Inc
GRPN,Consumer Discretionary,Groupon Inc
GRRR,Information Technology,Gorilla Technology Group Inc
GRTS,Health Care,Gritstone bio Inc
GRTX,Health Care,Galera Therapeutics Inc
GRVY,Communication Services,Gravity Co Ltd
GRWG,Consumer Discretionary,GrowGeneration Corp
GSBC,Financials,Great Southern Bancorp Inc
GSD,NULL,Global System Dynamics Inc
GSHD,Financials,Goosehead Insurance Inc
GSIT,Information Technology,GSI Technology Inc
GSM,Materials,Ferroglobe PLC
GSMG,Communication Services,Glory Star New Media Group Holdings Ltd
GSRM,NULL,GSR II Meteora Acquisition Corp
GSUN,Consumer Discretionary,Golden Sun Education Group Ltd
GT,Consumer Discretionary,Goodyear Tire & Rubber Co
GTAC,NULL,Global Technology Acquisition Corp I
GTBP,Health Care,GT Biopharma Inc
GTEC,Industrials,Greenland Technologies Holding Corp
GTH,Health Care,Genetron Holdings Ltd
GTHX,Health Care,G1 Therapeutics Inc
GTIM,Consumer Discretionary,Good Times Restaurants Inc
